"plant_id","name","us_state","pattern","type","color_flower","color_foliage","texture_foliage","color_fruit","shape"
"17986","LIMA10","Linum macrocarpum","USA (AL, FL, LA, MS)","Dicot","Forb/herb","","","","",""
"17987","LIME2","Linum medium","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (ON)","Dicot","Forb/herb","","","","",""
"17988","LIMEM","Linum medium var. medium","USA (NY, PA), CAN (ON)","Dicot","Forb/herb","","","","",""
"17989","LIMET","Linum medium var. texanum","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (ON)","Dicot","Forb/herb","","","","",""
"17990","LINE","Linum neomexicanum","USA (AZ, NM)","Dicot","Forb/herb","","","","",""
"17991","LIPE2","Linum perenne","USA (IA, IL, KS, ME, MI, MT, NE, NY, OH, OR, PA, VA, WI, WV), CAN (ON)","Dicot","Subshrub, Forb/herb","","","","",""
"17992","LIPR","Linum pratense","USA (AZ, CO, KS, NM, OK, TX)","Dicot","Forb/herb","","","","",""
"17993","LIPU4","Linum puberulum","USA (AZ, CA, CO, NE, NM, NV, TX, UT, WY)","Dicot","Forb/herb","","","","",""
"17994","LIRI","Linum rigidum","USA (AR, CO, IA, IL, KS, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY), CAN (AB, MB, SK)","Dicot","Forb/herb","","","","",""
"17995","LIRIR","Linum rigidum var. rigidum","USA (AR, CO, IA, IL, KS, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY), CAN (AB, MB, SK)","Dicot","Forb/herb","","","","",""
"17996","LIRIS","Linum rigidum var. simulans","USA (CO, KS, MN, ND, NE)","Dicot","Forb/herb","","","","",""
"17997","LIRU2","Linum rupestre","USA (NM, TX)","Dicot","Forb/herb","","","","",""
"17998","LISC5","Linum schiedeanum","USA (NM, TX)","Dicot","Forb/herb","","","","",""
"17999","LIST","Linum striatum","USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV), CAN (ON)","Dicot","Forb/herb","Yellow","Green","Fine","Brown","Erect"
"18000","LISU5","Linum subteres","USA (AZ, NM, NV, UT)","Dicot","Forb/herb","","","","",""
"18001","LISU4","Linum sulcatum","USA (AL, AR, CT, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, TX, VA, VT, WI, WV), CAN (MB, ON, QC, SK)","Dicot","Forb/herb","","","","",""
"18002","LISUH","Linum sulcatum var. harperi","USA (AL, FL, GA)","Dicot","Forb/herb","","","","",""
"18003","LISUS","Linum sulcatum var. sulcatum","USA (AL, AR, CT, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, TX, VA, VT, WI, WV), CAN (MB, ON, QC, SK)","Dicot","Forb/herb","","","","",""
"18004","LITR4","Linum trigynum","USA (CA, HI)","Dicot","Forb/herb","","","","",""
"18005","LIUS","Linum usitatissimum","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Dicot","Forb/herb","","","","",""
"18006","LIVE2","Linum vernale","USA (NM, TX)","Dicot","Forb/herb","","","","",""
"18007","LIVI","Linum virginianum","USA (AL, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MO, NC, NJ, NY, OH, PA, RI, SC, TN, VA, WV), CAN (ON)","Dicot","Forb/herb","","","","",""
"18008","LIWE","Linum westii","USA (FL)","Dicot","Forb/herb","","","","",""
"18009","LIPAR","Liparis","USA (AL, AR, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WA, WI, WV), USA+ (PR, VI), CAN (BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Monocot","","","","","",""
"18010","LIEL2","Liparis elata","USA (FL), USA+ (PR, VI)","Monocot","Forb/herb","","","","",""
"18011","LIHA2","Liparis hawaiensis","USA (HI)","Monocot","Forb/herb","","","","",""
"18012","LIJO2","Liparis ×jonesii","USA (NC)","Monocot","Forb/herb","","","","",""
"18013","LILI3","Liparis liliifolia","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, MI, MN, MO, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (ON)","Monocot","Forb/herb","","","","",""
"18014","LILO","Liparis loeselii","USA (AL, AR, CT, DC, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SD, TN, VA, VT, WA, WI, WV), CAN (BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Monocot","Forb/herb","","","","",""
"18015","LIPOC","Lipocarpha","USA (AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, WA, WI, WY), USA+ (PR), CAN (BC, ON, QC)","Monocot","","","","","",""
"18016","LIAR6","Lipocarpha aristulata","USA (AZ, CA, CO, FL, IA, ID, KS, MN, MO, NE, NM, OK, OR, SC, TX, UT, WA, WI, WY)","Monocot","Graminoid","","","","",""
"18017","LIDR3","Lipocarpha drummondii","USA (AR, AZ, CA, IA, IL, IN, KS, MO, MT, ND, NE, NM, OH, OK, SD, TX, WI, WY)","Monocot","Graminoid","","","","",""
"18018","LIMA4","Lipocarpha maculata","USA (AL, DC, FL, GA, IL, MS, NC, NJ, PA, SC, VA)","Monocot","Graminoid","","","","",""
"18019","LIMI12","Lipocarpha micrantha","USA (AL, AR, AZ, CA, CT, DC, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, WA, WI), USA+ (PR), CAN (BC, ON, QC)","Monocot","Graminoid","","","","",""
"18020","LIOC3","Lipocarpha occidentalis","USA (CA, OR, WA)","Monocot","Graminoid","","","","",""
"18021","LIRE12","Lipocarpha rehmanii","USA (VA)","Monocot","Graminoid","","","","",""
"18022","LIPOC2","Lipochaeta","USA (HI)","Dicot","","","","","",""
"18023","LIBR6","Lipochaeta bryanii","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18024","LICO10","Lipochaeta connata","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18025","LICOA","Lipochaeta connata var. acris","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18026","LICOC","Lipochaeta connata var. connata","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18027","LIDE5","Lipochaeta degeneri","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18028","LIFA2","Lipochaeta fauriei","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18029","LIHE3","Lipochaeta heterophylla","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18030","LIIN4","Lipochaeta integrifolia","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18031","LIKA","Lipochaeta kamolensis","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18032","LILA6","Lipochaeta lavarum","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18033","LILO2","Lipochaeta lobata","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18034","LILOL","Lipochaeta lobata var. leptophylla","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18035","LILOL2","Lipochaeta lobata var. lobata","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18036","LIMI8","Lipochaeta micrantha","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18037","LIMIE","Lipochaeta micrantha var. exigua","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18038","LIMIM","Lipochaeta micrantha var. micrantha","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18039","LIPE4","Lipochaeta perdita","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18040","LIPR4","Lipochaeta ×procumbens","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18041","LIRE5","Lipochaeta remyi","USA (HI)","Dicot","Forb/herb","","","","",""
"18042","LIRO","Lipochaeta rockii","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18043","LISU6","Lipochaeta subcordata","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18044","LISU7","Lipochaeta succulenta","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18045","LITE7","Lipochaeta tenuifolia","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18046","LITE8","Lipochaeta tenuis","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18047","LIVE5","Lipochaeta venosa","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18048","LIWA2","Lipochaeta waimeaensis","USA (HI)","Dicot","Subshrub, Forb/herb","","","","",""
"18049","LIPPI","Lippia","USA (FL, NM, TX), USA+ (PR)","Dicot","","","","","",""
"18050","LIAL","Lippia alba","USA (FL, TX), USA+ (PR)","Dicot","Subshrub, Shrub","","","","",""
"18051","LIGR6","Lippia graveolens","USA (NM, TX)","Dicot","Shrub","","","","",""
"18052","LIQUI","Liquidambar","USA (AL, AR, CA, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)","Dicot","","","","","",""
"18053","LIST2","Liquidambar styraciflua","USA (AL, AR, CA, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)","Dicot","Tree","Green","Green","Medium","Brown","Erect"
"18054","LIRIO","Liriodendron","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WV), CAN (ON)","Dicot","","","","","",""
"18055","LITU","Liriodendron tulipifera","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WV), CAN (ON)","Dicot","Tree","Yellow","Green","Medium","Brown","Erect"
"18056","LIRIO2","Liriope","USA (AL, DC, FL, GA, IL, LA, MD, MS, SC, VA)","Monocot","","","","","",""
"18057","LIMU6","Liriope muscari","USA (GA, LA, MD, MS, SC, VA)","Monocot","Forb/herb","Blue","Green","Coarse","Black","Erect"
"18058","LISP10","Liriope spicata","USA (AL, DC, FL, IL, MD, MS, VA)","Monocot","Forb/herb","","","","",""
"18059","LISTE","Listera","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, ID, KY, LA, MA, MD, ME, MI, MN, MS, MT, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","","","","","",""
"18060","LIAU2","Listera auriculata","USA (ME, MI, MN, NH, NY, VT, WI), CAN (LB, MB, NB, NF, NS, ON, PE, QC)","Monocot","Forb/herb","","","","",""
"18061","LIAU3","Listera australis","USA (AL, AR, DC, DE, FL, GA, KY, LA, MD, MS, NC, NJ, NY, OK, PA, SC, TN, TX, VA, VT), CAN (NB, NS, ON, QC)","Monocot","Forb/herb","","","","",""
"18062","LIBO4","Listera borealis","USA (AK, CO, ID, MT, NM, OR, UT, WA, WY), CAN (AB, BC, LB, MB, NF, NT, NU, ON, QC, SK, YT)","Monocot","Forb/herb","","","","",""
"18063","LICA10","Listera caurina","USA (AK, CA, ID, MT, OR, WA, WY), CAN (AB, BC)","Monocot","Forb/herb","","","","",""
"18064","LICO5","Listera convallarioides","USA (AK, AZ, CA, CO, ID, ME, MI, MN, MT, NH, NV, NY, OR, SD, UT, VT, WA, WI, WY), CAN (AB, BC, NB, NF, NS, ON, PE, QC), FRA (SPM)","Monocot","Forb/herb","White","Green","Medium","Brown","Erect"
"18065","LICO6","Listera cordata","USA (AK, CA, CO, CT, ID, MA, MD, ME, MI, MN, MT, NC, NH, NJ, NM, NV, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Forb/herb","","","","",""
"18066","LICOC2","Listera cordata var. cordata","USA (CT, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, VA, VT, WI, WV), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)","Monocot","Forb/herb","","","","",""
"18067","LICON","Listera cordata var. nephrophylla","USA (AK, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (AB, BC, NT, YT)","Monocot","Forb/herb","","","","",""
"18068","LISM","Listera smallii","USA (GA, KY, MD, NC, NJ, PA, SC, TN, VA, WV)","Monocot","Forb/herb","","","","",""
"18069","LIVE4","Listera ×veltmanii","USA (ME, MI), CAN (LB, NB, NF, ON, QC)","Monocot","Forb/herb","","","","",""
"18070","LITHO2","Lithophragma","USA (AZ, CA, CO, ID, MT, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, SK)","Dicot","","","","","",""
"18071","LIAF","Lithophragma affine","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18072","LIAFA","Lithophragma affine ssp. affine","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18073","LIAFM","Lithophragma affine ssp. mixtum","USA (CA)","Dicot","Forb/herb","","","","",""
"18074","LIBO5","Lithophragma bolanderi","USA (CA)","Dicot","Forb/herb","","","","",""
"18075","LICA21","Lithophragma campanulatum","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18076","LICY3","Lithophragma cymbalaria","USA (CA)","Dicot","Forb/herb","","","","",""
"18077","LIGL2","Lithophragma glabrum","USA (CA, CO, ID, MT, NV, OR, SD, UT, WA, WY), CAN (AB, BC, SK)","Dicot","Forb/herb","","","","",""
"18078","LIHE","Lithophragma heterophyllum","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18079","LIMA6","Lithophragma maximum","USA (CA)","Dicot","Forb/herb","","","","",""
"18080","LIPA5","Lithophragma parviflorum","USA (CA, CO, ID, MT, NE, NV, OR, SD, UT, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"18081","LIPAP3","Lithophragma parviflorum var. parviflorum","USA (CA, CO, ID, MT, NE, NV, OR, SD, UT, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"18082","LIPAT","Lithophragma parviflorum var. trifoliatum","USA (CA)","Dicot","Forb/herb","","","","",""
"18083","LITE4","Lithophragma tenellum","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","","","","",""
"18084","LITHO3","Lithospermum","USA (AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, ON, QC, SK)","Dicot","","","","","",""
"18085","LICA11","Lithospermum californicum","USA (CA, OR)","Dicot","Forb/herb","","","","",""
"18086","LICA18","Lithospermum calycosum","USA (TX)","Dicot","Forb/herb","","","","",""
"18087","LICA12","Lithospermum canescens","USA (AL, AR, DC, GA, IA, IL, IN, KS, KY, MD, MI, MN, MO, MS, NC, ND, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV), CAN (MB, ON, SK)","Dicot","Forb/herb","","","","",""
"18088","LICA13","Lithospermum caroliniense","USA (AL, AR, CO, FL, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NE, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV), CAN (ON)","Dicot","Forb/herb","","","","",""
"18089","LICAC8","Lithospermum caroliniense var. caroliniense","USA (AL, AR, FL, GA, LA, MO, MS, OK, SC, TX, VA)","Dicot","Forb/herb","","","","",""
"18090","LICAC9","Lithospermum caroliniense var. croceum","USA (AR, CO, IA, IL, IN, KS, KY, MI, MN, MO, NE, NY, OH, OK, PA, SD, TN, WI, WV), CAN (ON)","Dicot","Forb/herb","","","","",""
"18091","LICO7","Lithospermum cobrense","USA (AZ, NM, TX)","Dicot","Forb/herb","","","","",""
"18092","LICO9","Lithospermum confine","USA (AZ, NM, TX)","Dicot","Forb/herb","","","","",""
"18093","LIIN2","Lithospermum incisum","USA (AR, AZ, CA, CO, FL, IA, IL, IN, KS, LA, MI, MN, MO, MT, ND, NE, NM, NV, OK, SD, TN, TX, UT, WI, WY), CAN (AB, BC, MB, ON, SK)","Dicot","Forb/herb","","","","",""
"18094","LILA2","Lithospermum latifolium","USA (AR, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NY, OH, PA, SD, TN, VA, WI, WV), CAN (ON, QC)","Dicot","Forb/herb","","","","",""
"18095","LIMA5","Lithospermum matamorense","USA (TX)","Dicot","Forb/herb","","","","",""
"18096","LIMI3","Lithospermum mirabile","USA (TX)","Dicot","Forb/herb","","","","",""
"18097","LIMU3","Lithospermum multiflorum","USA (AZ, CO, NM, OK, TX, UT, WY)","Dicot","Forb/herb","","","","",""
"18098","LIOB5","Lithospermum obtusifolium","USA (AZ)","Dicot","Forb/herb","","","","",""
"18099","LIOF","Lithospermum officinale","USA (CT, IL, IN, MA, ME, MI, MN, NH, NJ, NY, OH, PA, RI, TN, VT, WI), CAN (MB, NB, ON, QC)","Dicot","Forb/herb","","","","",""
"18100","LIPA6","Lithospermum parksii","USA (NM, TX)","Dicot","Forb/herb","","","","",""
"18101","LIPAP","Lithospermum parksii var. parksii","USA (NM, TX)","Dicot","Forb/herb","","","","",""
"18102","LIPAR2","Lithospermum parksii var. rugulosum","USA (TX)","Dicot","Forb/herb","","","","",""
"18103","LIRU4","Lithospermum ruderale","USA (CA, CO, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC, SK)","Dicot","Forb/herb","White","Green","Coarse","Brown","Decumbent"
"18104","LITU2","Lithospermum tuberosum","USA (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, TX, VA, WV)","Dicot","Forb/herb","","","","",""
"18105","LIVI2","Lithospermum viride","USA (AZ, NM, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"18106","LITHR","Lithrea","USA (CA)","Dicot","","","","","",""
"18107","LIMO4","Lithrea molleoides","USA (CA)","Dicot","Tree","","","","",""
"18108","LITSE","Litsea","USA (FL, GA, LA, MD, NC, SC, VA)","Dicot","","","","","",""
"18109","LIAE","Litsea aestivalis","USA (FL, GA, LA, MD, NC, SC, VA)","Dicot","Shrub","","","","",""
"18110","LITTO","Littorella","USA (ME, MI, MN, NY, VT, WI), CAN (LB, NB, NF, NS, ON, QC), FRA (SPM)","Dicot","","","","","",""
"18111","LIUN","Littorella uniflora","USA (ME, MI, MN, NY, VT, WI), CAN (LB, NB, NF, NS, ON, QC), FRA (SPM)","Dicot","Forb/herb","","","","",""
"18112","LIVIS","Livistona","USA (FL, HI)","Monocot","","","","","",""
"18113","LICH3","Livistona chinensis","USA (FL, HI)","Monocot","Tree","","","","",""
"18114","LIRO5","Livistona rotundifolia","USA (FL)","Monocot","Tree","","","","",""
"18115","LLOYD","Lloydia","USA (AK, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC, NT, YT)","Monocot","","","","","",""
"18116","LLSE","Lloydia serotina","USA (AK, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC, NT, YT)","Monocot","Forb/herb","","","","",""
"18117","LLSES2","Lloydia serotina var. serotina","USA (AK, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC, NT, YT)","Monocot","Forb/herb","","","","",""
"18118","LOBEL","Lobelia","USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA (SPM)","Dicot","","","","","",""
"18119","LOAM4","Lobelia amoena","USA (AL, FL, GA, LA, MS, NC, SC, TN, VA)","Dicot","Forb/herb","","","","",""
"18120","LOAMA","Lobelia amoena var. amoena","USA (AL, FL, GA, NC, SC, TN, VA)","Dicot","Forb/herb","","","","",""
"18121","LOAMG","Lobelia amoena var. glandulifera","USA (AL, FL, GA, LA, MS, NC, SC, TN, VA)","Dicot","Forb/herb","","","","",""
"18122","LOAN","Lobelia anatina","USA (AZ, NM)","Dicot","Forb/herb","","","","",""
"18123","LOAP","Lobelia appendiculata","USA (AL, AR, KS, KY, LA, MS, OK, TN, TX)","Dicot","Forb/herb","","","","",""
"18124","LOAPA","Lobelia appendiculata var. appendiculata","USA (AL, AR, KS, LA, MS, OK, TX)","Dicot","Forb/herb","","","","",""
"18125","LOAPG","Lobelia appendiculata var. gattingeri","USA (AL, KY, TN)","Dicot","Forb/herb","","","","",""
"18126","LOBE3","Lobelia berlandieri","USA (TX)","Dicot","Forb/herb","","","","",""
"18127","LOBEB2","Lobelia berlandieri var. berlandieri","USA (TX)","Dicot","Forb/herb","","","","",""
"18128","LOBEB","Lobelia berlandieri var. brachypoda","USA (TX)","Dicot","Forb/herb","","","","",""
"18129","LOBO","Lobelia boykinii","USA (AL, DE, FL, GA, MS, NC, NJ, SC)","Dicot","Forb/herb","","","","",""
"18130","LOBR3","Lobelia brevifolia","USA (AL, FL, LA, MS)","Dicot","Forb/herb","","","","",""
"18131","LOCA","Lobelia canbyi","USA (DE, GA, MD, NC, NJ, SC, TN)","Dicot","Forb/herb","","","","",""
"18132","LOCA2","Lobelia cardinalis","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, PA, RI, SC, TN, TX, UT, VA, VT, WI, WV), CAN (NB, ON, QC)","Dicot","Forb/herb","Red","Green","Medium","Blue","Erect"
"18133","LOCH4","Lobelia chinensis","USA (NJ, PA)","Dicot","Forb/herb","","","","",""
"18134","LODO","Lobelia dortmanna","USA (AK, CT, MA, MD, ME, MI, MN, NH, NJ, NY, OR, PA, RI, VT, WA, WI), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA (SPM)","Dicot","Forb/herb","","","","",""
"18135","LODU2","Lobelia dunbarii","USA (HI)","Dicot","Shrub","","","","",""
"18136","LODUD3","Lobelia dunbarii ssp. dunbarii","USA (HI)","Dicot","Shrub","","","","",""
"18137","LODUP2","Lobelia dunbarii ssp. paniculata","USA (HI)","Dicot","Shrub","","","","",""
"18138","LODU","Lobelia dunnii","USA (CA)","Dicot","Forb/herb","","","","",""
"18139","LODUD4","Lobelia dunnii var. dunnii","USA (CA)","Dicot","Forb/herb","","","","",""
"18140","LODUS2","Lobelia dunnii var. serrata","USA (CA)","Dicot","Forb/herb","","","","",""
"18141","LOEL","Lobelia elongata","USA (AL, DE, GA, LA, MD, MS, NC, SC, VA)","Dicot","Forb/herb","","","","",""
"18142","LOER","Lobelia erinus","USA (CA, HI, MI, OR, PA, UT)","Dicot","Forb/herb","","","","",""
"18143","LOFE2","Lobelia feayana","USA (FL)","Dicot","Forb/herb","","","","",""
"18144","LOFE","Lobelia fenestralis","USA (AZ, NM, TX)","Dicot","Forb/herb","","","","",""
"18145","LOFL2","Lobelia flaccidifolia","USA (AL, FL, GA, LA, TX)","Dicot","Forb/herb","","","","",""
"18146","LOFL3","Lobelia floridana","USA (AL, FL, GA, LA, MS, NC, TX)","Dicot","Forb/herb","","","","",""
"18147","LOGA","Lobelia gaudichaudii","USA (HI)","Dicot","Subshrub, Shrub, Forb/herb","","","","",""
"18148","LOGAG2","Lobelia gaudichaudii ssp. gaudichaudii","USA (HI)","Dicot","Subshrub, Shrub, Forb/herb","","","","",""
"18149","LOGAK3","Lobelia gaudichaudii ssp. koolauensis","USA (HI)","Dicot","Subshrub, Shrub, Forb/herb","","","","",""
"18150","LOGL","Lobelia glandulosa","USA (AL, FL, GA, MD, MS, NC, SC, VA)","Dicot","Forb/herb","","","","",""
"18151","LOGL4","Lobelia gloria-montis","USA (HI)","Dicot","Shrub","","","","",""
"18152","LOGR5","Lobelia grayana","USA (HI)","Dicot","Shrub","","","","",""
"18153","LOHI4","Lobelia hillebrandii","USA (HI)","Dicot","Shrub","","","","",""
"18154","LOHO2","Lobelia homophylla","USA (FL)","Dicot","Forb/herb","","","","",""
"18155","LOHY","Lobelia hypoleuca","USA (HI)","Dicot","Shrub","","","","",""
"18156","LOIN","Lobelia inflata","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (BC, NB, NS, ON, PE, QC)","Dicot","Forb/herb","","","","",""
"18157","LOKA","Lobelia kalmii","USA (CT, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NH, NJ, NY, OH, PA, SD, VT, WA, WI, WV), CAN (AB, BC, MB, NB, NF, NS, NT, ON, QC, SK)","Dicot","Forb/herb","","","","",""
"18158","LOKA2","Lobelia kauaensis","USA (HI)","Dicot","Shrub","","","","",""
"18159","LOLA","Lobelia laxiflora","USA (AZ)","Dicot","Subshrub, Forb/herb","","","","",""
"18160","LOLAA","Lobelia laxiflora var. angustifolia","USA (AZ)","Dicot","Subshrub, Forb/herb","","","","",""
"18161","LOMO3","Lobelia monostachya","USA (HI)","Dicot","Shrub","","","","",""
"18162","LONI","Lobelia niihauensis","USA (HI)","Dicot","Shrub","","","","",""
"18163","LONU","Lobelia nuttallii","USA (AL, DE, FL, GA, KY, LA, MD, NC, NJ, NY, OK, PA, SC, TN, VA)","Dicot","Forb/herb","","","","",""
"18164","LOOA","Lobelia oahuensis","USA (HI)","Dicot","Shrub","","","","",""
"18165","LOPA3","Lobelia paludosa","USA (AL, FL, GA)","Dicot","Forb/herb","","","","",""
"18166","LOPU","Lobelia puberula","USA (AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)","Dicot","Forb/herb","","","","",""
"18167","LOPUM","Lobelia puberula var. mineolana","USA (AL, AR, KY, LA, MO, MS, OK, TX)","Dicot","Forb/herb","","","","",""
