plant_id,name,pattern,color_flower,color_foliage,texture_foliage,color_fruit,shape,url
ARUND4,Arundo,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/arund4_001_pvp.jpg
ARUR,Arenaria ursina,Dicot,,,,,,http://plants.usda.gov/gallery/standard/arur_001_shp.jpg
ARUV,Arctostaphylos uva-ursi,Dicot,Purple,Dark Green,Coarse,Red,Prostrate,http://plants.usda.gov/gallery/pubs/aruv_001_pvp.jpg
ARVA,Arceuthobium vaginatum,Dicot,,,,,,http://plants.usda.gov/gallery/standard/arva_001_shp.jpg
ARVAC,Arceuthobium vaginatum ssp. cryptopodum,Dicot,,,,,,NULL
ARVE,Arnica venosa,Dicot,,,,,,NULL
ARVI3,Arctostaphylos virgata,Dicot,,,,,,NULL
ARVI4,Arctostaphylos viscida,Dicot,,,,,,http://plants.usda.gov/gallery/standard/arvi4_001_shp.jpg
ARVI6,Arnica viscosa,Dicot,,,,,,NULL
ARVI7,Arctostaphylos viridissima,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/arvi7_001_pvp.jpg
ARVI8,Argyroxiphium virescens,Dicot,,,,,,NULL
ARVIM,Arctostaphylos viscida ssp. mariposa,Dicot,,,,,,NULL
ARVIP2,Arctostaphylos viscida ssp. pulchella,Dicot,,,,,,NULL
ARVIV,Arctostaphylos viscida ssp. viscida,Dicot,,,,,,NULL
ARVU,Artemisia vulgaris,Dicot,,,,,,NULL
ARVU2,Arctium vulgare,Dicot,,,,,,NULL
ARWA,Aristolochia watsonii,Dicot,,,,,,NULL
ARWE,Arctostaphylos wellsii,Dicot,,,,,,NULL
ARWI,Arabis williamsii,Dicot,,,,,,NULL
ARWIS,Arabis williamsii var. saximontana,Dicot,,,,,,NULL
ARWIW,Arabis williamsii var. williamsii,Dicot,,,,,,NULL
ARWR2,Aristolochia wrightii,Dicot,,,,,,NULL
ARXA80,Arbutus xalapensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/arxa80_001_shp.jpg
ASAB2,Asplenium abscissum,Fern,,,,,,NULL
ASAC,Astragalus accidens,Dicot,,,,,,NULL
ASAC2,Astragalus accumbens,Dicot,,,,,,NULL
ASAC3,Astragalus acutirostris,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asac3_001_shp.jpg
ASAC4,Asplenium acuminatum,Fern,,,,,,NULL
ASAC5,Astragalus ackermanii,Dicot,,,,,,NULL
ASACA2,Astragalus accidens var. accidens,Dicot,,,,,,NULL
ASACH,Astragalus accidens var. hendersonii,Dicot,,,,,,NULL
ASAD,Asplenium adiantum-nigrum,Fern,,,,,,NULL
ASAD2,Astragalus adanus,Dicot,,,,,,NULL
ASAE,Astragalus aequalis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asae_001_shp.jpg
ASAE2,Asplenium aethiopicum,Fern,,,,,,NULL
ASAE3,Asparagus aethiopicus,Monocot,,,,,,NULL
ASAG,Astragalus agnicidus,Dicot,,,,,,NULL
ASAG2,Astragalus agrestis,Dicot,Purple,Green,Fine,Brown,Decumbent,http://plants.usda.gov/gallery/pubs/asag2_001_pvp.jpg
ASAL,Asclepias albicans,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asal_001_shp.jpg
ASAL10,Asplenium í„alternifolium,Fern,,,,,,NULL
ASAL3,Aster alpinus,Dicot,White,Green,Coarse,Brown,Erect,http://plants.usda.gov/gallery/standard/asal3_001_shp.jpg
ASAL4,Astragalus albens,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asal4_001_shp.jpg
ASAL5,Astragalus albulus,Dicot,,,,,,NULL
ASAL6,Astragalus allochrous,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asal6_001_pvp.jpg
ASAL7,Astragalus alpinus,Dicot,,,,,,NULL
ASAL8,Astragalus altus,Dicot,,,,,,NULL
ASAL9,Astragalus alvordensis,Dicot,,,,,,NULL
ASALA4,Astragalus alpinus var. alpinus,Dicot,,,,,,NULL
ASALB,Astragalus alpinus var. brunetianus,Dicot,,,,,,NULL
ASALV,Aster alpinus var. vierhapperi,Dicot,,,,,,NULL
ASAM,Asclepias amplexicaulis,Dicot,,,,,,NULL
ASAM2,Astragalus amblytropis,Dicot,,,,,,NULL
ASAM3,Astragalus americanus,Dicot,,,,,,NULL
ASAM4,Astragalus amnis-amissi,Dicot,,,,,,NULL
ASAM5,Astragalus amphioxys,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asam5_001_shp.jpg
ASAM6,Astragalus ampullarius,Dicot,,,,,,NULL
ASAMA,Astragalus amphioxys var. amphioxys,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asama_001_shp.jpg
ASAMM,Astragalus amphioxys var. modestus,Dicot,,,,,,NULL
ASAMM2,Astragalus amphioxys var. musimonum,Dicot,,,,,,NULL
ASAMV,Astragalus amphioxys var. vespertinus,Dicot,,,,,,NULL
ASAN18,Astragalus anxius,Dicot,,,,,,NULL
ASAN2,Astragalus andersonii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asan2_001_shp.jpg
ASAN4,Astragalus anisus,Dicot,,,,,,NULL
ASAN5,Asclepias angustifolia,Dicot,,,,,,NULL
ASAN6,Asimina angustifolia,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asan6_001_pvp.jpg
ASAN7,Astragalus anserinus,Dicot,,,,,,NULL
ASANT2,Asanthus,Dicot,,,,,,NULL
ASAP,Astragalus applegatei,Dicot,,,,,,NULL
ASAQ2,Astragalus aquilonius,Dicot,,,,,,NULL
ASAR,Asclepias arenaria,Dicot,,,,,,NULL
ASAR2,Asperula arvensis,Dicot,,,,,,NULL
ASAR3,Astragalus aretioides,Dicot,,,,,,NULL
ASAR4,Astragalus argophyllus,Dicot,,,,,,NULL
ASAR5,Astragalus aridus,Dicot,,,,,,NULL
ASAR6,Astragalus arizonicus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asar6_001_shp.jpg
ASAR7,Astragalus arrectus,Dicot,,,,,,NULL
ASAR8,Astragalus arthurii,Dicot,,,,,,NULL
ASAR9,Astelia argyrocoma,Monocot,,,,,,NULL
ASARA,Astragalus argophyllus var. argophyllus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asara_001_shp.jpg
ASARM,Astragalus argophyllus var. martinii,Dicot,,,,,,NULL
ASARP,Astragalus argophyllus var. panguicensis,Dicot,,,,,,NULL
ASARS,Astragalus argophyllus var. stocksii,Dicot,,,,,,NULL
ASARU,Asarum,Dicot,,,,,,NULL
ASAS,Asclepias asperula,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asas_001_shp.jpg
ASAS2,Astragalus asclepiadoides,Dicot,,,,,,NULL
ASAS3,Astragalus asymmetricus,Dicot,,,,,,NULL
ASAS4,Asparagus asparagoides,Monocot,,,,,,http://plants.usda.gov/gallery/standard/asas4_001_shp.jpg
ASAS6,Astrophytum asterias,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asas6_001_shp.jpg
ASASA,Asclepias asperula ssp. asperula,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asasa_001_shp.jpg
ASASC,Asclepias asperula ssp. capricornu,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asasc_001_shp.jpg
ASAT,Astragalus atratus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asat_001_pvp.jpg
ASAT2,Astragalus atropubescens,Dicot,,,,,,NULL
ASATA,Astragalus atratus var. atratus,Dicot,,,,,,NULL
ASATI,Astragalus atratus var. inseptus,Dicot,,,,,,NULL
ASATM,Astragalus atratus var. mensanus,Dicot,,,,,,NULL
ASATO,Astragalus atratus var. owyheensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asato_001_shp.jpg
ASAU,Astragalus austiniae,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asau_001_shp.jpg
ASAU4,Astragalus australis,Dicot,,,,,,NULL
ASBA,Astragalus barrii,Dicot,,,,,,NULL
ASBE2,Astragalus beathii,Dicot,,,,,,NULL
ASBE3,Astragalus beckwithii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asbe3_001_shp.jpg
ASBE4,Astragalus bernardinus,Dicot,,,,,,NULL
ASBE5,Astragalus beatleyae,Dicot,,,,,,NULL
ASBEB,Astragalus beckwithii var. beckwithii,Dicot,,,,,,NULL
ASBEP,Astragalus beckwithii var. purpureus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asbep_001_pvp.jpg
ASBES,Astragalus beckwithii var. sulcatus,Dicot,,,,,,NULL
ASBEW,Astragalus beckwithii var. weiserensis,Dicot,,,,,,NULL
ASBI,Astragalus bicristatus,Dicot,,,,,,NULL
ASBI2,Astragalus bisulcatus,Dicot,,,,,,NULL
ASBI3,Asplenium í„biscaynianum,Fern,,,,,,NULL
ASBI4,Astilbe biternata,Dicot,,,,,,NULL
ASBI6,Astragalus bibullatus,Dicot,,,,,,NULL
ASBIB,Astragalus bisulcatus var. bisulcatus,Dicot,,,,,,NULL
ASBIH,Astragalus bisulcatus var. haydenianus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asbih_001_pvp.jpg
ASBIM,Astragalus bisulcatus var. major,Dicot,,,,,,NULL
ASBIN,Astragalus bisulcatus var. nevadensis,Dicot,,,,,,NULL
ASBO,Astragalus bodinii,Dicot,,,,,,NULL
ASBO2,Astragalus bolanderi,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asbo2_001_shp.jpg
ASBO3,Astragalus bourgovii,Dicot,,,,,,NULL
ASBO6,Asplenium í„boydstoniae,Fern,,,,,,NULL
ASBR,Asclepias brachystephana,Dicot,,,,,,NULL
ASBR2,Asplenium bradleyi,Fern,,,,,,NULL
ASBR5,Astragalus brandegeei,Dicot,,,,,,NULL
ASBR6,Astragalus brauntonii,Dicot,,,,,,NULL
ASBR7,Astragalus brazoensis,Dicot,,,,,,NULL
ASBR8,Astragalus breweri,Dicot,,,,,,NULL
ASCA,Asarum canadense,Dicot,,,,,,NULL
ASCA10,Astragalus camptopus,Dicot,,,,,,NULL
ASCA11,Astragalus canadensis,Dicot,White,Green,Fine,Brown,Prostrate,http://plants.usda.gov/gallery/pubs/asca11_001_pvp.jpg
ASCA12,Astragalus caricinus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asca12_001_pvp.jpg
ASCA14,Astragalus casei,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asca14_001_shp.jpg
ASCA15,Astragalus castaneiformis,Dicot,,,,,,NULL
ASCA16,Astragalus castetteri,Dicot,,,,,,NULL
ASCA17,Aspidotis carlotta-halliae,Fern,,,,,,http://plants.usda.gov/gallery/standard/asca17_001_shp.jpg
ASCA2,Asarum caudatum,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asca2_001_shp.jpg
ASCA3,Asclepias californica,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asca3_001_shp.jpg
ASCA5,Aspidotis californica,Fern,,,,,,http://plants.usda.gov/gallery/standard/asca5_001_shp.jpg
ASCA7,Astragalus californicus,Dicot,,,,,,NULL
ASCA8,Astragalus callithrix,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asca8_001_shp.jpg
ASCA9,Astragalus calycosus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asca9_001_shp.jpg
ASCAB,Astragalus canadensis var. brevidens,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/ascab_001_pvp.jpg
ASCAC3,Asclepias californica ssp. californica,Dicot,,,,,,NULL
ASCAC5,Astragalus calycosus var. calycosus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascac5_001_shp.jpg
ASCAC6,Astragalus canadensis var. canadensis,Dicot,,,,,,NULL
ASCAG,Asclepias californica ssp. greenei,Dicot,,,,,,NULL
ASCAM2,Astragalus calycosus var. monophyllidius,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascam2_001_shp.jpg
ASCAM3,Astragalus canadensis var. mortonii,Dicot,,,,,,NULL
ASCAS,Astragalus calycosus var. scaposus,Dicot,,,,,,NULL
ASCE,Astragalus ceramicus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asce_001_shp.jpg
ASCE2,Astragalus cerussatus,Dicot,,,,,,NULL
ASCEA,Astragalus ceramicus var. apus,Dicot,,,,,,NULL
ASCEC,Astragalus ceramicus var. ceramicus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascec_001_shp.jpg
ASCEF,Astragalus ceramicus var. filifolius,Dicot,,,,,,NULL
ASCH13,Astragalus chuskanus,Dicot,,,,,,NULL
ASCH4,Astragalus chamaeleuce,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asch4_001_shp.jpg
ASCH5,Astragalus chamaemeniscus,Dicot,,,,,,NULL
ASCH6,Astragalus chinensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asch6_001_shp.jpg
ASCH7,Astragalus chloodes,Dicot,,,,,,NULL
ASCHC2,Astragalus chamaeleuce var. chamaeleuce,Dicot,,,,,,NULL
ASCHL2,Astragalus chamaeleuce var. laccoliticus,Dicot,,,,,,NULL
ASCI2,Astragalus cibarius,Dicot,,,,,,NULL
ASCI3,Astragalus cimae,Dicot,,,,,,NULL
ASCI4,Astragalus cicer,Dicot,White,Green,Coarse,Yellow,Decumbent,http://plants.usda.gov/gallery/standard/asci4_001_shp.jpg
ASCI5,Asclepias cinerea,Dicot,,,,,,NULL
ASCIC3,Astragalus cimae var. cimae,Dicot,,,,,,NULL
ASCIS,Astragalus cimae var. sufflatus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascis_001_shp.jpg
ASCL2,Astragalus clevelandii,Dicot,,,,,,NULL
ASCL3,Asplenium í„clermontiae,Fern,,,,,,NULL
ASCL6,Astragalus clarianus,Dicot,,,,,,NULL
ASCLE,Asclepias,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/ascle_001_pvp.jpg
ASCO,Asclepias cordifolia,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asco_001_pvp.jpg
ASCO10,Astragalus congdonii,Dicot,,,,,,NULL
ASCO11,Astragalus conjunctus,Dicot,,,,,,NULL
ASCO12,Astragalus convallarius,Dicot,,,,,,NULL
ASCO13,Astragalus cottonii,Dicot,,,,,,NULL
ASCO14,Asplenium contiguum,Fern,,,,,,NULL
ASCO16,Astragalus consobrinus,Dicot,,,,,,NULL
ASCO17,Astragalus contortuplicatus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asco17_001_shp.jpg
ASCO19,Asclepias connivens,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asco19_001_shp.jpg
ASCO42,Astrolepis cochisensis,Fern,,,,,,http://plants.usda.gov/gallery/standard/asco42_001_shp.jpg
ASCO5,Astragalus cobrensis,Dicot,,,,,,NULL
ASCO59,Asplenium cookii,Fern,,,,,,NULL
ASCO6,Astragalus coccineus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asco6_001_shp.jpg
ASCO61,Astragalus concordius,Dicot,,,,,,NULL
ASCO7,Astragalus collinus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asco7_001_pvp.jpg
ASCO8,Astragalus coltonii,Dicot,,,,,,NULL
ASCO9,Astragalus columbianus,Dicot,,,,,,NULL
ASCOA2,Astrolepis cochisensis ssp. arizonica,Fern,,,,,,NULL
ASCOC10,Astragalus conjunctus var. conjunctus,Dicot,,,,,,NULL
ASCOC2,Astrolepis cochisensis ssp. chihuahuaensis,Fern,,,,,,NULL
ASCOC3,Astrolepis cochisensis ssp. cochisensis,Fern,,,,,,NULL
ASCOC4,Asplenium contiguum var. contiguum,Fern,,,,,,NULL
ASCOC6,Astragalus cobrensis var. cobrensis,Dicot,,,,,,NULL
ASCOC7,Astragalus collinus var. collinus,Dicot,,,,,,NULL
ASCOC8,Astragalus coltonii var. coltonii,Dicot,,,,,,NULL
ASCOC9,Astragalus convallarius var. convallarius,Dicot,,,,,,NULL
ASCOF,Astragalus convallarius var. finitimus,Dicot,,,,,,NULL
ASCOH,Asplenium contiguum var. hirtulum,Fern,,,,,,NULL
ASCOL,Astragalus collinus var. laurentii,Dicot,,,,,,NULL
ASCOM,Astragalus cobrensis var. maguirei,Dicot,,,,,,NULL
ASCOM2,Astragalus coltonii var. moabensis,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/ascom2_001_pvp.jpg
ASCOM4,Astragalus convallarius var. margaretiae,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascom4_001_shp.jpg
ASCOR2,Astragalus conjunctus var. rickardii,Dicot,,,,,,NULL
ASCOS,Astragalus convallarius var. scopulorum,Dicot,,,,,,NULL
ASCR,Asclepias cryptoceras,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascr_001_shp.jpg
ASCR2,Astragalus crassicarpus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascr2_001_shp.jpg
ASCR3,Astragalus cremnophylax,Dicot,,,,,,NULL
ASCR4,Astragalus cronquistii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascr4_001_shp.jpg
ASCR5,Astragalus crotalariae,Dicot,,,,,,NULL
ASCR6,Asplenium cristatum,Fern,,,,,,NULL
ASCR7,Astilbe crenatiloba,Dicot,,,,,,NULL
ASCRB,Astragalus crassicarpus var. berlandieri,Dicot,,,,,,NULL
ASCRC,Astragalus crassicarpus var. cavus,Dicot,,,,,,NULL
ASCRC2,Asclepias cryptoceras ssp. cryptoceras,Dicot,,,,,,NULL
ASCRC3,Astragalus crassicarpus var. crassicarpus,Dicot,,,,,,NULL
ASCRC4,Astragalus cremnophylax var. cremnophylax,Dicot,,,,,,NULL
ASCRD2,Asclepias cryptoceras ssp. davisii,Dicot,,,,,,NULL
ASCRH,Astragalus cremnophylax var. hevronii,Dicot,,,,,,NULL
ASCRM,Astragalus cremnophylax var. myriorrhaphis,Dicot,,,,,,NULL
ASCRP,Astragalus crassicarpus var. paysonii,Dicot,,,,,,NULL
ASCRT,Astragalus crassicarpus var. trichocalyx,Dicot,,,,,,NULL
ASCU,Asclepias curassavica,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/ascu_001_pvp.jpg
ASCU3,Astragalus curtipes,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascu3_001_shp.jpg
ASCU4,Astragalus curvicarpus,Dicot,Yellow,Gray-Green,Fine,Brown,Decumbent,http://plants.usda.gov/gallery/standard/ascu4_001_shp.jpg
ASCU5,Astragalus cusickii,Dicot,,,,,,NULL
ASCU6,Asplenium cuneatum,Fern,,,,,,NULL
ASCU7,Asplenium í„curtissii,Fern,,,,,,NULL
ASCU8,Asclepias curtissii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/ascu8_001_shp.jpg
ASCU9,Asclepias cutleri,Dicot,,,,,,NULL
ASCUB,Astragalus curvicarpus var. brachycodon,Dicot,,,,,,NULL
ASCUC,Astragalus curvicarpus var. curvicarpus,Dicot,,,,,,NULL
ASCUC2,Astragalus cusickii var. cusickii,Dicot,,,,,,NULL
ASCUF,Astragalus cusickii var. flexilipes,Dicot,,,,,,NULL
ASCUP,Astragalus cusickii var. packardiae,Dicot,,,,,,NULL
ASCUS,Astragalus curvicarpus var. subglaber,Dicot,,,,,,NULL
ASCUS2,Astragalus cusickii var. sterilis,Dicot,,,,,,NULL
ASCY,Astragalus cyaneus,Dicot,,,,,,NULL
ASCY2,Astragalus cymboides,Dicot,,,,,,NULL
ASDA,Asplenium dalhousiae,Fern,,,,,,NULL
ASDE,Astragalus deanei,Dicot,,,,,,NULL
ASDE11,Astragalus debequaeus,Dicot,,,,,,NULL
ASDE19,Aspicilia desertorum,Lichen,,,,,,http://plants.usda.gov/gallery/standard/asde19_001_shp.jpg
ASDE2,Astragalus desereticus,Dicot,,,,,,NULL
ASDE3,Astragalus desperatus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asde3_001_shp.jpg
ASDE4,Astragalus deterior,Dicot,,,,,,NULL
ASDE5,Astragalus detritalis,Dicot,,,,,,NULL
ASDE6,Aspidotis densa,Fern,,,,,,http://plants.usda.gov/gallery/standard/asde6_001_shp.jpg
ASDEC,Astragalus desperatus var. conspectus,Dicot,,,,,,NULL
ASDED,Astragalus desperatus var. desperatus,Dicot,,,,,,NULL
ASDEN,Astragalus desperatus var. neeseae,Dicot,,,,,,NULL
ASDEP,Astragalus desperatus var. petrophilus,Dicot,,,,,,NULL
ASDI2,Astragalus diaphanus,Dicot,,,,,,NULL
ASDI3,Astragalus didymocarpus,Dicot,,,,,,NULL
ASDI4,Astragalus distortus,Dicot,,,,,,NULL
ASDI5,Astragalus diversifolius,Dicot,,,,,,NULL
ASDID,Astragalus didymocarpus var. dispermus,Dicot,,,,,,NULL
ASDID2,Astragalus didymocarpus var. didymocarpus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asdid2_001_shp.jpg
ASDID3,Astragalus distortus var. distortus,Dicot,,,,,,NULL
ASDIE,Astragalus distortus var. engelmannii,Dicot,,,,,,NULL
ASDIM,Astragalus didymocarpus var. milesianus,Dicot,,,,,,NULL
ASDIO,Astragalus didymocarpus var. obispoensis,Dicot,,,,,,NULL
ASDO,Astragalus douglasii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asdo_001_shp.jpg
ASDOD,Astragalus douglasii var. douglasii,Dicot,,,,,,NULL
ASDOP,Astragalus douglasii var. parishii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asdop_001_shp.jpg
ASDOP2,Astragalus douglasii var. perstrictus,Dicot,,,,,,NULL
ASDR2,Astragalus drabelliformis,Dicot,,,,,,NULL
ASDR3,Astragalus drummondii,Dicot,,,,,,NULL
ASDU2,Astragalus duchesnensis,Dicot,,,,,,NULL
ASEA2,Astragalus eastwoodiae,Dicot,,,,,,NULL
ASEB,Asplenium í„ebenoides,Fern,,,,,,NULL
ASEG,Astragalus egglestonii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aseg_001_shp.jpg
ASEM,Asclepias emoryi,Dicot,,,,,,NULL
ASEM2,Astragalus emoryanus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asem2_001_shp.jpg
ASEME,Astragalus emoryanus var. emoryanus,Dicot,,,,,,NULL
ASEMT,Astragalus emoryanus var. terlinguensis,Dicot,,,,,,NULL
ASEN,Asclepias engelmanniana,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asen_001_pvp.jpg
ASEN3,Astragalus endopterus,Dicot,,,,,,NULL
ASEN4,Astragalus ensiformis,Dicot,,,,,,NULL
ASENE,Astragalus ensiformis var. ensiformis,Dicot,,,,,,NULL
ASENG,Astragalus ensiformis var. gracilior,Dicot,,,,,,NULL
ASEP,Astragalus episcopus,Dicot,,,,,,NULL
ASEPE,Astragalus episcopus var. episcopus,Dicot,,,,,,NULL
ASEPL,Astragalus episcopus var. lancearius,Dicot,,,,,,NULL
ASER,Asclepias eriocarpa,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aser_001_pvp.jpg
ASER2,Asclepias erosa,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/aser2_001_pvp.jpg
ASER4,Astragalus eremiticus,Dicot,,,,,,NULL
ASER6,Astragalus ertterae,Dicot,,,,,,NULL
ASER9,Asplenium erosum,Fern,,,,,,NULL
ASEU2,Astragalus eucosmus,Dicot,,,,,,NULL
ASEU3,Astragalus eurylobus,Dicot,,,,,,NULL
ASEU4,Astragalus eurekensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/aseu4_001_shp.jpg
ASEX,Asclepias exaltata,Dicot,,,,,,NULL
ASEX2,Asplenium exiguum,Fern,,,,,,NULL
ASEX3,Asplenium excisum,Fern,,,,,,NULL
ASFA,Asclepias fascicularis,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asfa_001_pvp.jpg
ASFA3,Astragalus falcatus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asfa3_001_shp.jpg
ASFE2,Astragalus feensis,Dicot,,,,,,NULL
ASFE4,Asclepias feayi,Dicot,,,,,,NULL
ASFI,Astragalus filipes,Dicot,White,Green,Medium,Black,Erect,http://plants.usda.gov/gallery/standard/asfi_001_shp.jpg
ASFI2,Asphodelus fistulosus,Monocot,,,,,,http://plants.usda.gov/gallery/standard/asfi2_001_shp.jpg
ASFL,Astragalus flavus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asfl_001_shp.jpg
ASFL2,Astragalus flexuosus,Dicot,,,,,,NULL
ASFL7,Asplenium í„flagrum,Fern,,,,,,NULL
ASFLD,Astragalus flexuosus var. diehlii,Dicot,,,,,,NULL
ASFLF,Astragalus flexuosus var. flexuosus,Dicot,,,,,,NULL
ASFLG,Astragalus flexuosus var. greenei,Dicot,,,,,,NULL
ASFR11,Aspicilia fruticulosa,Lichen,,,,,,http://plants.usda.gov/gallery/standard/asfr11_001_shp.jpg
ASFR13,Asclepias fruticosa,Dicot,,,,,,NULL
ASFU2,Astragalus fucatus,Dicot,,,,,,NULL
ASFU3,Astragalus funereus,Dicot,,,,,,NULL
ASGA,Astragalus gambelianus,Dicot,,,,,,NULL
ASGA2,Asystasia gangetica,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asga2_001_shp.jpg
ASGE,Astragalus geyeri,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asge_001_shp.jpg
ASGEG,Astragalus geyeri var. geyeri,Dicot,,,,,,NULL
ASGET,Astragalus geyeri var. triquetrus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asget_001_pvp.jpg
ASGI,Astragalus gibbsii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asgi_001_shp.jpg
ASGI2,Astragalus giganteus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/asgi2_001_pvp.jpg
ASGI3,Astragalus gilensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asgi3_001_shp.jpg
ASGI4,Astragalus gilmanii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asgi4_001_shp.jpg
ASGI5,Astragalus gilviflorus,Dicot,,,,,,NULL
ASGIG,Astragalus gilviflorus var. gilviflorus,Dicot,,,,,,NULL
ASGIP,Astragalus gilviflorus var. purpureus,Dicot,,,,,,NULL
ASGL4,Astragalus glycyphyllos,Dicot,,,,,,NULL
ASGL5,Asclepias glaucescens,Dicot,,,,,,NULL
ASGR3,Astragalus gracilis,Dicot,,,,,,NULL
ASGR4,Astragalus grayi,Dicot,,,,,,NULL
ASGR5,Asplenium í„gravesii,Fern,,,,,,NULL
ASGY,Astragalus gypsodes,Dicot,,,,,,NULL
ASHA,Asarum hartwegii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asha_001_shp.jpg
ASHA13,Astragalus hamosus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/asha13_001_shp.jpg
ASHA14,Asplenium haleakalense,Fern,,,,,,NULL
ASHA2,Astragalus hallii,Dicot,,,,,,NULL
ASHA3,Astragalus hamiltonii,Dicot,,,,,,NULL
ASHA4,Astragalus harrisonii,Dicot,,,,,,NULL
ASHA5,Astragalus hartwegii,Dicot,,,,,,NULL
ASHA6,Asclepias hallii,Dicot,,,,,,NULL
ASHAF,Astragalus hallii var. fallax,Dicot,,,,,,NULL
ASHAH,Astragalus hallii var. hallii,Dicot,,,,,,NULL
ASHE2,Asplenium í„herb-wagneri,Fern,,,,,,NULL
ASHE3,Asplenium heterochroum,Fern,,,,,,NULL
ASHE4,Asplenium í„heteroresiliens,Fern,,,,,,NULL
ASHI,Asclepias hirtella,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/ashi_001_pvp.jpg
ASHI3,Aspicarpa hirtella,Dicot,,,,,,NULL
ASHO,Astragalus hoodianus,Dicot,,,,,,NULL
ASHO2,Astragalus hornii,Dicot,,,,,,NULL
ASHO3,Astragalus howellii,Dicot,,,,,,NULL
ASHO4,Asplenium horridum,Fern,,,,,,NULL
